,Timestamp,Functioning Day,Holiday,Seasons,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Rented Bike Count
2099,2018-02-26 11:00:00,Yes,No Holiday,Winter,4.6,37.0,1.6,1309.0,-8.8,1.95,0.0,0.0,356
2100,2018-02-26 12:00:00,Yes,No Holiday,Winter,6.9,28.0,1.1,1301.0,-10.3,2.35,0.0,0.0,428
2101,2018-02-26 13:00:00,Yes,No Holiday,Winter,8.1,26.0,1.2,1422.0,-10.2,2.48,0.0,0.0,444
2102,2018-02-26 14:00:00,Yes,No Holiday,Winter,9.9,25.0,1.5,1401.0,-9.2,2.43,0.0,0.0,455
2103,2018-02-26 15:00:00,Yes,No Holiday,Winter,10.3,23.0,2.1,1317.0,-9.9,2.09,0.0,0.0,521
2104,2018-02-26 16:00:00,Yes,No Holiday,Winter,9.5,31.0,3.1,973.0,-6.8,1.54,0.0,0.0,555
2105,2018-02-26 17:00:00,Yes,No Holiday,Winter,8.7,30.0,3.1,1117.0,-7.9,0.96,0.0,0.0,646
2106,2018-02-26 18:00:00,Yes,No Holiday,Winter,7.2,26.0,2.3,1398.0,-11.0,0.33,0.0,0.0,929
2107,2018-02-26 19:00:00,Yes,No Holiday,Winter,5.5,30.0,2.7,1150.0,-10.7,0.01,0.0,0.0,619
2108,2018-02-26 20:00:00,Yes,No Holiday,Winter,4.3,32.0,1.7,1101.0,-10.9,0.0,0.0,0.0,483
2109,2018-02-26 21:00:00,Yes,No Holiday,Winter,3.3,36.0,1.4,1110.0,-10.3,0.0,0.0,0.0,512
2110,2018-02-26 22:00:00,Yes,No Holiday,Winter,2.7,40.0,1.0,1089.0,-9.5,0.0,0.0,0.0,443
2111,2018-02-26 23:00:00,Yes,No Holiday,Winter,2.8,39.0,0.7,1065.0,-9.8,0.0,0.0,0.0,308
2112,2018-02-27 00:00:00,Yes,No Holiday,Winter,2.6,40.0,1.8,1095.0,-9.6,0.0,0.0,0.0,236
2113,2018-02-27 01:00:00,Yes,No Holiday,Winter,2.1,44.0,0.9,1107.0,-8.9,0.0,0.0,0.0,213
2114,2018-02-27 02:00:00,Yes,No Holiday,Winter,1.5,44.0,1.2,1079.0,-9.4,0.0,0.0,0.0,145
2115,2018-02-27 03:00:00,Yes,No Holiday,Winter,1.1,44.0,1.0,1128.0,-9.8,0.0,0.0,0.0,102
2116,2018-02-27 04:00:00,Yes,No Holiday,Winter,0.9,46.0,0.8,1140.0,-9.4,0.0,0.0,0.0,62
2117,2018-02-27 05:00:00,Yes,No Holiday,Winter,0.6,50.0,0.1,1026.0,-8.6,0.0,0.0,0.0,72
2118,2018-02-27 06:00:00,Yes,No Holiday,Winter,0.6,50.0,0.4,985.0,-8.6,0.0,0.0,0.0,183
2119,2018-02-27 07:00:00,Yes,No Holiday,Winter,1.3,47.0,0.7,1084.0,-8.7,0.0,0.0,0.0,443
2120,2018-02-27 08:00:00,Yes,No Holiday,Winter,2.0,51.0,0.7,990.0,-7.0,0.0,0.0,0.0,767
2121,2018-02-27 09:00:00,Yes,No Holiday,Winter,2.5,51.0,1.0,866.0,-6.6,0.07,0.0,0.0,455
2122,2018-02-27 10:00:00,Yes,No Holiday,Winter,3.3,47.0,0.7,818.0,-6.9,0.22,0.0,0.0,261
2123,2018-02-27 11:00:00,Yes,No Holiday,Winter,4.8,41.0,0.8,792.0,-7.3,0.53,0.0,0.0,342
2124,2018-02-27 12:00:00,Yes,No Holiday,Winter,5.4,37.0,0.7,815.0,-8.1,0.43,0.0,0.0,353
2125,2018-02-27 13:00:00,Yes,No Holiday,Winter,5.8,39.0,0.6,931.0,-7.1,0.35,0.0,0.0,335
2126,2018-02-27 14:00:00,Yes,No Holiday,Winter,6.3,40.0,0.8,943.0,-6.3,0.34,0.0,0.0,357
2127,2018-02-27 15:00:00,Yes,No Holiday,Winter,6.7,48.0,0.8,817.0,-3.5,0.39,0.0,0.0,402
2128,2018-02-27 16:00:00,Yes,No Holiday,Winter,6.9,54.0,1.1,692.0,-1.7,0.32,0.0,0.0,411
2129,2018-02-27 17:00:00,Yes,No Holiday,Winter,6.8,57.0,1.0,623.0,-1.1,0.16,0.0,0.0,529
2130,2018-02-27 18:00:00,Yes,No Holiday,Winter,6.6,62.0,0.8,522.0,-0.1,0.05,0.0,0.0,897
2131,2018-02-27 19:00:00,Yes,No Holiday,Winter,6.1,44.0,1.0,750.0,-5.2,0.0,0.0,0.0,616
2132,2018-02-27 20:00:00,Yes,No Holiday,Winter,5.9,44.0,1.3,733.0,-5.4,0.0,0.0,0.0,461
2133,2018-02-27 21:00:00,Yes,No Holiday,Winter,5.7,46.0,0.8,727.0,-5.0,0.0,0.0,0.0,449
2134,2018-02-27 22:00:00,Yes,No Holiday,Winter,5.4,49.0,1.1,687.0,-4.4,0.0,0.0,0.0,461
2135,2018-02-27 23:00:00,Yes,No Holiday,Winter,5.3,53.0,1.5,582.0,-3.5,0.0,0.0,0.0,310
2136,2018-02-28 00:00:00,Yes,No Holiday,Winter,5.1,52.0,1.1,614.0,-3.9,0.0,0.0,0.0,266
2137,2018-02-28 01:00:00,Yes,No Holiday,Winter,5.0,53.0,1.4,557.0,-3.8,0.0,0.0,0.0,229
2138,2018-02-28 02:00:00,Yes,No Holiday,Winter,5.2,54.0,1.3,516.0,-3.3,0.0,0.0,0.0,174
2139,2018-02-28 03:00:00,Yes,No Holiday,Winter,5.3,55.0,1.7,488.0,-3.0,0.0,0.0,0.0,116
2140,2018-02-28 04:00:00,Yes,No Holiday,Winter,5.4,56.0,1.7,472.0,-2.6,0.0,0.0,0.0,72
2141,2018-02-28 05:00:00,Yes,No Holiday,Winter,5.2,59.0,1.7,437.0,-2.1,0.0,0.0,0.0,62
2142,2018-02-28 06:00:00,Yes,No Holiday,Winter,5.2,60.0,1.9,430.0,-1.9,0.0,0.0,0.0,165
2143,2018-02-28 07:00:00,Yes,No Holiday,Winter,5.5,59.0,2.8,448.0,-1.8,0.0,0.0,0.0,426
2144,2018-02-28 08:00:00,Yes,No Holiday,Winter,5.7,57.0,2.5,458.0,-2.1,0.04,0.0,0.0,816
2145,2018-02-28 09:00:00,Yes,No Holiday,Winter,6.2,55.0,2.4,478.0,-2.1,0.13,0.0,0.0,419
2146,2018-02-28 10:00:00,Yes,No Holiday,Winter,6.5,53.0,2.0,518.0,-2.4,0.21,0.0,0.0,285
2147,2018-02-28 11:00:00,Yes,No Holiday,Winter,7.1,50.0,2.2,534.0,-2.6,0.33,0.0,0.0,332
2148,2018-02-28 12:00:00,Yes,No Holiday,Winter,7.6,48.0,2.6,600.0,-2.7,0.39,0.0,0.0,305
2149,2018-02-28 13:00:00,Yes,No Holiday,Winter,7.6,57.0,2.3,554.0,-0.3,0.33,0.0,0.0,28
2150,2018-02-28 14:00:00,Yes,No Holiday,Winter,5.7,80.0,3.7,348.0,2.5,0.13,0.0,0.0,17
2151,2018-02-28 15:00:00,Yes,No Holiday,Winter,4.8,87.0,2.9,312.0,2.8,0.08,4.5,0.0,7
2152,2018-02-28 16:00:00,Yes,No Holiday,Winter,4.2,89.0,2.5,479.0,2.5,0.07,0.0,0.0,9
2153,2018-02-28 17:00:00,Yes,No Holiday,Winter,3.8,90.0,2.7,654.0,2.3,0.0,0.0,0.0,8
2154,2018-02-28 18:00:00,Yes,No Holiday,Winter,3.6,90.0,2.1,845.0,2.1,0.0,9.5,0.0,11
2155,2018-02-28 19:00:00,Yes,No Holiday,Winter,2.5,95.0,1.9,838.0,1.7,0.0,0.0,0.0,19
2156,2018-02-28 20:00:00,Yes,No Holiday,Winter,2.7,96.0,1.5,1479.0,2.1,0.0,0.0,0.0,8
2157,2018-02-28 21:00:00,Yes,No Holiday,Winter,2.4,95.0,2.5,1349.0,1.6,0.0,9.0,0.0,10
2158,2018-02-28 22:00:00,Yes,No Holiday,Winter,2.3,96.0,1.9,1207.0,1.7,0.0,0.0,0.0,13
2159,2018-02-28 23:00:00,Yes,No Holiday,Winter,1.8,96.0,1.2,745.0,1.2,0.0,0.0,0.0,23
2160,2018-01-03 00:00:00,Yes,Holiday,Spring,2.0,96.0,1.3,1894.0,1.4,0.0,2.0,0.0,71
2161,2018-01-03 01:00:00,Yes,Holiday,Spring,2.1,97.0,0.2,859.0,1.6,0.0,0.0,0.0,147
2162,2018-01-03 02:00:00,Yes,Holiday,Spring,2.0,97.0,1.0,580.0,1.5,0.0,0.0,0.0,180
2163,2018-01-03 03:00:00,Yes,Holiday,Spring,1.6,97.0,2.3,469.0,1.1,0.0,0.1,0.0,92
2164,2018-01-03 04:00:00,Yes,Holiday,Spring,1.6,97.0,1.1,636.0,1.1,0.0,0.0,0.0,28
2165,2018-01-03 05:00:00,Yes,Holiday,Spring,2.2,97.0,2.9,362.0,1.7,0.0,0.0,0.0,11
2166,2018-01-03 06:00:00,Yes,Holiday,Spring,3.0,96.0,2.7,303.0,2.4,0.0,0.4,0.0,33
2167,2018-01-03 07:00:00,Yes,Holiday,Spring,2.6,89.0,4.3,320.0,0.9,0.0,0.0,0.0,61
2168,2018-01-03 08:00:00,Yes,Holiday,Spring,1.5,80.0,3.2,1246.0,-1.5,0.04,0.0,0.0,148
2169,2018-01-03 09:00:00,Yes,Holiday,Spring,0.1,78.0,4.9,615.0,-3.2,0.09,0.0,0.0,160
2170,2018-01-03 10:00:00,Yes,Holiday,Spring,0.1,53.0,5.3,1022.0,-8.3,1.12,0.0,0.0,191
2171,2018-01-03 11:00:00,Yes,Holiday,Spring,0.8,52.0,4.6,1035.0,-7.9,2.2,0.0,0.0,239
2172,2018-01-03 12:00:00,Yes,Holiday,Spring,0.5,46.0,4.7,1172.0,-9.8,2.49,0.0,0.0,311
2173,2018-01-03 13:00:00,Yes,Holiday,Spring,1.4,37.0,4.0,1681.0,-11.7,2.95,0.0,0.0,358
2174,2018-01-03 14:00:00,Yes,Holiday,Spring,1.2,36.0,6.0,1430.0,-12.2,2.86,0.0,0.0,375
2175,2018-01-03 15:00:00,Yes,Holiday,Spring,1.6,35.0,4.5,1567.0,-12.2,2.54,0.0,0.0,458
2176,2018-01-03 16:00:00,Yes,Holiday,Spring,1.4,33.0,4.8,1480.0,-13.1,1.98,0.0,0.0,460
2177,2018-01-03 17:00:00,Yes,Holiday,Spring,0.4,37.0,5.2,1366.0,-12.6,1.23,0.0,0.0,423
2178,2018-01-03 18:00:00,Yes,Holiday,Spring,-0.8,40.0,4.7,1429.0,-12.7,0.43,0.0,0.0,317
2179,2018-01-03 19:00:00,Yes,Holiday,Spring,-1.7,45.0,3.3,1375.0,-12.1,0.01,0.0,0.0,231
2180,2018-01-03 20:00:00,Yes,Holiday,Spring,-2.2,49.0,3.5,1325.0,-11.4,0.0,0.0,0.0,246
2181,2018-01-03 21:00:00,Yes,Holiday,Spring,-3.0,50.0,3.7,1301.0,-11.9,0.0,0.0,0.0,212
2182,2018-01-03 22:00:00,Yes,Holiday,Spring,-3.6,52.0,3.7,1277.0,-12.0,0.0,0.0,0.0,190
2183,2018-01-03 23:00:00,Yes,Holiday,Spring,-4.0,52.0,3.4,1272.0,-12.4,0.0,0.0,0.0,190
2184,2018-02-03 00:00:00,Yes,No Holiday,Spring,-4.3,53.0,2.6,1334.0,-12.4,0.0,0.0,0.0,156
2185,2018-02-03 01:00:00,Yes,No Holiday,Spring,-4.6,52.0,2.1,1372.0,-12.9,0.0,0.0,0.0,108
2186,2018-02-03 02:00:00,Yes,No Holiday,Spring,-5.3,52.0,1.2,1434.0,-13.6,0.0,0.0,0.0,71
2187,2018-02-03 03:00:00,Yes,No Holiday,Spring,-5.7,50.0,1.7,1559.0,-14.4,0.0,0.0,0.0,49
2188,2018-02-03 04:00:00,Yes,No Holiday,Spring,-5.8,48.0,1.5,1552.0,-15.0,0.0,0.0,0.0,47
2189,2018-02-03 05:00:00,Yes,No Holiday,Spring,-6.1,49.0,1.0,1621.0,-15.1,0.0,0.0,0.0,65
2190,2018-02-03 06:00:00,Yes,No Holiday,Spring,-6.4,50.0,1.5,1593.0,-15.1,0.0,0.0,0.0,135
2191,2018-02-03 07:00:00,Yes,No Holiday,Spring,-6.6,52.0,0.5,1555.0,-14.8,0.0,0.0,0.0,401
2192,2018-02-03 08:00:00,Yes,No Holiday,Spring,-6.2,45.0,0.4,1600.0,-16.2,0.17,0.0,0.0,617
2193,2018-02-03 09:00:00,Yes,No Holiday,Spring,-4.6,34.0,1.2,1583.0,-18.1,0.87,0.0,0.0,343
2194,2018-02-03 10:00:00,Yes,No Holiday,Spring,-1.8,30.0,2.1,1608.0,-17.1,1.59,0.0,0.0,274
2195,2018-02-03 11:00:00,Yes,No Holiday,Spring,0.1,30.0,1.8,1640.0,-15.4,2.19,0.0,0.0,343
2196,2018-02-03 12:00:00,Yes,No Holiday,Spring,1.8,26.0,2.2,1556.0,-15.7,2.61,0.0,0.0,388
2197,2018-02-03 13:00:00,Yes,No Holiday,Spring,2.3,22.0,3.1,1627.0,-17.2,2.83,0.0,0.0,375
2198,2018-02-03 14:00:00,Yes,No Holiday,Spring,3.4,23.0,2.4,1545.0,-15.8,2.74,0.0,0.0,450
2199,2018-02-03 15:00:00,Yes,No Holiday,Spring,4.3,22.0,1.3,1837.0,-15.6,2.48,0.0,0.0,463
2200,2018-02-03 16:00:00,Yes,No Holiday,Spring,5.2,21.0,2.1,1721.0,-15.4,1.97,0.0,0.0,574
2201,2018-02-03 17:00:00,Yes,No Holiday,Spring,4.3,21.0,2.5,1961.0,-16.1,1.13,0.0,0.0,631
2202,2018-02-03 18:00:00,Yes,No Holiday,Spring,3.5,22.0,0.9,1961.0,-16.2,0.43,0.0,0.0,854
2203,2018-02-03 19:00:00,Yes,No Holiday,Spring,2.0,26.0,2.3,1985.0,-15.5,0.02,0.0,0.0,568
2204,2018-02-03 20:00:00,Yes,No Holiday,Spring,1.2,35.0,2.5,1977.0,-12.6,0.0,0.0,0.0,427
2205,2018-02-03 21:00:00,Yes,No Holiday,Spring,1.0,34.0,1.4,1880.0,-13.1,0.0,0.0,0.0,396
2206,2018-02-03 22:00:00,Yes,No Holiday,Spring,0.5,38.0,0.9,1907.0,-12.2,0.0,0.0,0.0,414
2207,2018-02-03 23:00:00,Yes,No Holiday,Spring,0.3,38.0,0.2,1895.0,-12.3,0.0,0.0,0.0,284
2208,2018-03-03 00:00:00,Yes,No Holiday,Spring,0.5,34.0,0.4,1889.0,-13.5,0.0,0.0,0.0,218
2209,2018-03-03 01:00:00,Yes,No Holiday,Spring,0.6,36.0,0.4,1933.0,-12.7,0.0,0.0,0.0,229
2210,2018-03-03 02:00:00,Yes,No Holiday,Spring,0.9,35.0,0.5,1856.0,-12.8,0.0,0.0,0.0,176
2211,2018-03-03 03:00:00,Yes,No Holiday,Spring,0.8,38.0,0.8,1594.0,-11.9,0.0,0.0,0.0,149
2212,2018-03-03 04:00:00,Yes,No Holiday,Spring,0.6,43.0,0.9,1599.0,-10.5,0.0,0.0,0.0,93
2213,2018-03-03 05:00:00,Yes,No Holiday,Spring,0.8,39.0,1.0,1463.0,-11.6,0.0,0.0,0.0,55
2214,2018-03-03 06:00:00,Yes,No Holiday,Spring,0.5,42.0,0.9,1543.0,-10.9,0.0,0.0,0.0,71
2215,2018-03-03 07:00:00,Yes,No Holiday,Spring,0.1,43.0,1.4,1502.0,-11.0,0.0,0.0,0.0,159
2216,2018-03-03 08:00:00,Yes,No Holiday,Spring,0.4,38.0,1.8,1564.0,-12.3,0.16,0.0,0.0,306
2217,2018-03-03 09:00:00,Yes,No Holiday,Spring,2.2,30.0,1.5,1513.0,-13.6,0.81,0.0,0.0,329
2218,2018-03-03 10:00:00,Yes,No Holiday,Spring,5.1,27.0,1.2,1563.0,-12.4,1.54,0.0,0.0,354
2219,2018-03-03 11:00:00,Yes,No Holiday,Spring,8.1,21.0,2.1,1738.0,-12.9,2.15,0.0,0.0,431
2220,2018-03-03 12:00:00,Yes,No Holiday,Spring,10.7,16.0,1.7,1657.0,-14.1,2.56,0.0,0.0,605
2221,2018-03-03 13:00:00,Yes,No Holiday,Spring,12.2,14.0,1.6,1896.0,-14.5,2.75,0.0,0.0,771
2222,2018-03-03 14:00:00,Yes,No Holiday,Spring,14.4,14.0,1.4,1833.0,-12.8,2.66,0.0,0.0,1025
2223,2018-03-03 15:00:00,Yes,No Holiday,Spring,16.0,14.0,2.2,1828.0,-11.5,2.33,0.0,0.0,1238
2224,2018-03-03 16:00:00,Yes,No Holiday,Spring,15.8,15.0,2.6,1867.0,-10.8,1.7,0.0,0.0,1285
2225,2018-03-03 17:00:00,Yes,No Holiday,Spring,15.0,22.0,2.5,1946.0,-6.5,0.96,0.0,0.0,1197
2226,2018-03-03 18:00:00,Yes,No Holiday,Spring,13.9,26.0,1.9,1995.0,-5.3,0.41,0.0,0.0,920
2227,2018-03-03 19:00:00,Yes,No Holiday,Spring,12.7,32.0,2.3,2000.0,-3.6,0.01,0.0,0.0,630
2228,2018-03-03 20:00:00,Yes,No Holiday,Spring,11.1,51.0,3.7,1957.0,1.3,0.0,0.0,0.0,631
2229,2018-03-03 21:00:00,Yes,No Holiday,Spring,10.3,52.0,2.2,1843.0,0.8,0.0,0.0,0.0,588
2230,2018-03-03 22:00:00,Yes,No Holiday,Spring,10.2,49.0,1.7,1972.0,0.0,0.0,0.0,0.0,516
2231,2018-03-03 23:00:00,Yes,No Holiday,Spring,9.4,74.0,1.6,559.0,4.9,0.0,0.0,0.0,215
2232,2018-04-03 00:00:00,Yes,No Holiday,Spring,8.5,87.0,0.9,303.0,6.4,0.0,0.0,0.0,161
2233,2018-04-03 01:00:00,Yes,No Holiday,Spring,8.3,91.0,0.1,282.0,6.9,0.0,0.0,0.0,118
2234,2018-04-03 02:00:00,Yes,No Holiday,Spring,8.3,95.0,0.3,243.0,7.5,0.0,0.0,0.0,95
2235,2018-04-03 03:00:00,Yes,No Holiday,Spring,8.5,96.0,0.4,238.0,7.8,0.0,0.1,0.0,90
2236,2018-04-03 04:00:00,Yes,No Holiday,Spring,8.8,95.0,0.2,218.0,8.0,0.0,0.0,0.0,34
2237,2018-04-03 05:00:00,Yes,No Holiday,Spring,8.8,96.0,1.2,196.0,8.1,0.0,0.0,0.0,15
2238,2018-04-03 06:00:00,Yes,No Holiday,Spring,8.6,96.0,0.7,224.0,7.9,0.0,0.2,0.0,20
2239,2018-04-03 07:00:00,Yes,No Holiday,Spring,8.4,97.0,2.6,122.0,7.9,0.0,0.0,0.0,23
2240,2018-04-03 08:00:00,Yes,No Holiday,Spring,8.3,97.0,0.6,152.0,7.8,0.01,0.0,0.0,70
2241,2018-04-03 09:00:00,Yes,No Holiday,Spring,8.8,97.0,1.3,196.0,8.3,0.2,0.2,0.0,157
2242,2018-04-03 10:00:00,Yes,No Holiday,Spring,9.8,90.0,0.8,335.0,8.2,0.64,0.0,0.0,239
2243,2018-04-03 11:00:00,Yes,No Holiday,Spring,10.1,88.0,0.7,453.0,8.1,0.34,0.0,0.0,273
2244,2018-04-03 12:00:00,Yes,No Holiday,Spring,10.7,85.0,0.9,393.0,8.2,0.52,0.0,0.0,358
2245,2018-04-03 13:00:00,Yes,No Holiday,Spring,10.8,84.0,1.2,400.0,8.1,0.44,0.0,0.0,429
2246,2018-04-03 14:00:00,Yes,No Holiday,Spring,11.2,83.0,1.1,518.0,8.4,0.45,0.0,0.0,475
2247,2018-04-03 15:00:00,Yes,No Holiday,Spring,11.7,81.0,1.2,616.0,8.5,0.53,0.0,0.0,468
2248,2018-04-03 16:00:00,Yes,No Holiday,Spring,11.7,82.0,1.1,753.0,8.7,0.32,0.0,0.0,396
2249,2018-04-03 17:00:00,Yes,No Holiday,Spring,11.8,82.0,1.7,990.0,8.8,0.4,0.0,0.0,492
2250,2018-04-03 18:00:00,Yes,No Holiday,Spring,11.5,81.0,1.5,1475.0,8.3,0.07,0.0,0.0,436
2251,2018-04-03 19:00:00,Yes,No Holiday,Spring,11.2,81.0,2.3,1614.0,8.0,0.0,0.0,0.0,289
2252,2018-04-03 20:00:00,Yes,No Holiday,Spring,11.3,80.0,1.2,1978.0,7.9,0.0,0.0,0.0,26
2253,2018-04-03 21:00:00,Yes,No Holiday,Spring,10.6,89.0,2.1,606.0,8.8,0.0,2.0,0.0,7
2254,2018-04-03 22:00:00,Yes,No Holiday,Spring,9.6,92.0,2.5,721.0,8.3,0.0,0.0,0.0,8
2255,2018-04-03 23:00:00,Yes,No Holiday,Spring,8.7,91.0,2.9,957.0,7.3,0.0,0.0,0.0,9
2256,2018-05-03 00:00:00,Yes,No Holiday,Spring,7.6,88.0,2.5,1974.0,5.7,0.0,9.0,0.0,22
2257,2018-05-03 01:00:00,Yes,No Holiday,Spring,7.0,88.0,2.5,2000.0,5.1,0.0,0.0,0.0,23
2258,2018-05-03 02:00:00,Yes,No Holiday,Spring,6.3,89.0,2.2,1456.0,4.6,0.0,0.0,0.0,9
2259,2018-05-03 03:00:00,Yes,No Holiday,Spring,5.7,92.0,2.0,458.0,4.4,0.0,1.5,0.0,2
2260,2018-05-03 04:00:00,Yes,No Holiday,Spring,5.1,90.0,2.6,1005.0,3.5,0.0,0.0,0.0,4
2261,2018-05-03 05:00:00,Yes,No Holiday,Spring,4.7,89.0,2.3,1242.0,3.0,0.0,0.0,0.0,22
2262,2018-05-03 06:00:00,Yes,No Holiday,Spring,4.2,87.0,2.0,1979.0,2.2,0.0,2.0,0.0,20
2263,2018-05-03 07:00:00,Yes,No Holiday,Spring,3.8,87.0,2.2,2000.0,1.8,0.0,0.0,0.0,85
2264,2018-05-03 08:00:00,Yes,No Holiday,Spring,3.6,88.0,2.3,2000.0,1.7,0.03,0.0,0.0,184
2265,2018-05-03 09:00:00,Yes,No Holiday,Spring,3.7,85.0,1.8,2000.0,1.4,0.17,0.0,0.0,211
2266,2018-05-03 10:00:00,Yes,No Holiday,Spring,4.4,80.0,1.8,2000.0,1.2,0.56,0.0,0.0,232
2267,2018-05-03 11:00:00,Yes,No Holiday,Spring,6.1,66.0,1.9,2000.0,0.2,1.42,0.0,0.0,322
2268,2018-05-03 12:00:00,Yes,No Holiday,Spring,7.6,58.0,2.4,2000.0,-0.1,1.85,0.0,0.0,438
2269,2018-05-03 13:00:00,Yes,No Holiday,Spring,8.3,51.0,2.0,2000.0,-1.2,1.42,0.0,0.0,465
2270,2018-05-03 14:00:00,Yes,No Holiday,Spring,10.0,44.0,1.9,2000.0,-1.7,2.46,0.0,0.0,550
2271,2018-05-03 15:00:00,Yes,No Holiday,Spring,10.3,43.0,2.5,2000.0,-1.7,2.45,0.0,0.0,637
2272,2018-05-03 16:00:00,Yes,No Holiday,Spring,11.0,39.0,1.2,2000.0,-2.4,1.96,0.0,0.0,718
2273,2018-05-03 17:00:00,Yes,No Holiday,Spring,10.0,43.0,1.4,2000.0,-2.0,1.12,0.0,0.0,865
2274,2018-05-03 18:00:00,Yes,No Holiday,Spring,8.1,47.0,1.7,2000.0,-2.5,0.34,0.0,0.0,1155
2275,2018-05-03 19:00:00,Yes,No Holiday,Spring,5.8,53.0,1.7,2000.0,-3.0,0.02,0.0,0.0,782
2276,2018-05-03 20:00:00,Yes,No Holiday,Spring,4.3,57.0,1.3,2000.0,-3.4,0.0,0.0,0.0,578
2277,2018-05-03 21:00:00,Yes,No Holiday,Spring,3.1,59.0,1.5,2000.0,-4.1,0.0,0.0,0.0,533
2278,2018-05-03 22:00:00,Yes,No Holiday,Spring,2.3,63.0,1.0,2000.0,-4.0,0.0,0.0,0.0,466
2279,2018-05-03 23:00:00,Yes,No Holiday,Spring,1.9,60.0,1.3,2000.0,-5.0,0.0,0.0,0.0,274
2280,2018-06-03 00:00:00,Yes,No Holiday,Spring,1.3,69.0,0.8,2000.0,-3.7,0.0,0.0,0.0,224
2281,2018-06-03 01:00:00,Yes,No Holiday,Spring,0.8,67.0,0.8,2000.0,-4.6,0.0,0.0,0.0,188
2282,2018-06-03 02:00:00,Yes,No Holiday,Spring,0.3,71.0,0.9,1999.0,-4.3,0.0,0.0,0.0,122
2283,2018-06-03 03:00:00,Yes,No Holiday,Spring,0.1,71.0,0.4,2000.0,-4.5,0.0,0.0,0.0,82
2284,2018-06-03 04:00:00,Yes,No Holiday,Spring,-0.5,75.0,0.6,1967.0,-4.3,0.0,0.0,0.0,79
2285,2018-06-03 05:00:00,Yes,No Holiday,Spring,-0.9,78.0,0.6,1687.0,-4.2,0.0,0.0,0.0,80
2286,2018-06-03 06:00:00,Yes,No Holiday,Spring,-1.0,77.0,0.4,1578.0,-4.5,0.0,0.0,0.0,214
2287,2018-06-03 07:00:00,Yes,No Holiday,Spring,-1.0,78.0,0.6,1484.0,-4.3,0.0,0.0,0.0,583
2288,2018-06-03 08:00:00,Yes,No Holiday,Spring,-0.7,76.0,1.0,1461.0,-4.4,0.2,0.0,0.0,997
2289,2018-06-03 09:00:00,Yes,No Holiday,Spring,1.2,62.0,0.8,1338.0,-5.2,0.85,0.0,0.0,556
2290,2018-06-03 10:00:00,Yes,No Holiday,Spring,3.7,51.0,1.3,1596.0,-5.5,1.56,0.0,0.0,380
2291,2018-06-03 11:00:00,Yes,No Holiday,Spring,6.3,41.0,1.3,1519.0,-6.0,2.12,0.0,0.0,475
2292,2018-06-03 12:00:00,Yes,No Holiday,Spring,8.5,34.0,1.9,1876.0,-6.4,2.55,0.0,0.0,504
2293,2018-06-03 13:00:00,Yes,No Holiday,Spring,9.3,27.0,2.2,1816.0,-8.7,2.65,0.0,0.0,528
2294,2018-06-03 14:00:00,Yes,No Holiday,Spring,9.2,27.0,2.9,1880.0,-8.8,2.32,0.0,0.0,567
2295,2018-06-03 15:00:00,Yes,No Holiday,Spring,10.1,24.0,1.8,1839.0,-9.6,2.12,0.0,0.0,616
2296,2018-06-03 16:00:00,Yes,No Holiday,Spring,10.6,26.0,1.9,1955.0,-8.1,1.75,0.0,0.0,680
2297,2018-06-03 17:00:00,Yes,No Holiday,Spring,10.2,27.0,2.8,1826.0,-8.0,1.22,0.0,0.0,883
2298,2018-06-03 18:00:00,Yes,No Holiday,Spring,8.7,28.0,3.2,2000.0,-8.8,0.49,0.0,0.0,1246
2299,2018-06-03 19:00:00,Yes,No Holiday,Spring,7.1,30.0,2.7,2000.0,-9.3,0.02,0.0,0.0,833
2300,2018-06-03 20:00:00,Yes,No Holiday,Spring,6.1,31.0,2.8,2000.0,-9.8,0.0,0.0,0.0,666
2301,2018-06-03 21:00:00,Yes,No Holiday,Spring,5.5,33.0,3.2,1995.0,-9.5,0.0,0.0,0.0,625
2302,2018-06-03 22:00:00,Yes,No Holiday,Spring,4.5,40.0,1.3,1871.0,-7.9,0.0,0.0,0.0,514
2303,2018-06-03 23:00:00,Yes,No Holiday,Spring,3.5,44.0,0.9,1905.0,-7.6,0.0,0.0,0.0,361
2304,2018-07-03 00:00:00,Yes,No Holiday,Spring,2.8,45.0,1.7,1493.0,-7.9,0.0,0.0,0.0,289
2305,2018-07-03 01:00:00,Yes,No Holiday,Spring,2.8,46.0,2.0,1709.0,-7.6,0.0,0.0,0.0,194
2306,2018-07-03 02:00:00,Yes,No Holiday,Spring,2.6,50.0,1.3,1962.0,-6.8,0.0,0.0,0.0,134
2307,2018-07-03 03:00:00,Yes,No Holiday,Spring,2.7,55.0,1.5,1989.0,-5.4,0.0,0.0,0.0,92
2308,2018-07-03 04:00:00,Yes,No Holiday,Spring,2.6,61.0,1.7,1998.0,-4.1,0.0,0.0,0.0,49
2309,2018-07-03 05:00:00,Yes,No Holiday,Spring,2.5,63.0,1.3,1987.0,-3.8,0.0,0.0,0.0,97
2310,2018-07-03 06:00:00,Yes,No Holiday,Spring,2.4,65.0,1.8,1989.0,-3.5,0.0,0.0,0.0,232
